tm,stnId,stnNm,avgTa,minTa,maxTa,sumRn,avgWs,maxWs,maxWsWd,maxInsWs,maxInsWsWd,avgRhm,minRhm,minRhmHrmt,avgCm10Te,avgCm20Te,avgCm30Te,avgCm5Te,avgLmac,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,avgPa,avgPs,avgPv,avgTca,avgTd,avgTs,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,hr1MaxIcsr,hr1MaxIcsrHrmt,hr1MaxRn,hr1MaxRnHrmt,hr24SumRws,iscs,maxInsWsHrmt,maxPs,maxPsHrmt,maxTaHrmt,maxWd,maxWsHrmt,mi10MaxRn,mi10MaxRnHrmt,minPs,minPsHrmt,minTaHrmt,minTg,n99Rn,ssDur,sumDpthFhsc,sumFogDur,sumGsr,sumLrgEv,sumRnDur,sumSmlEv,sumSsHr
2026-05-10,211,인제,14.5,6.4,24.1,,1.0,3.6,270,7.7,200,54.6,21,1401,,,,,1.8,,,,,,992.9,1016.8,8.0,4.0,3.8,19.1,,,,,,,,,848,,1406,1020.4,0346,1405,180,1422,,,1012.9,1805,0528,1.1,,14.1,,,,,,,8.5
2026-05-11,211,인제,14.5,7.3,19.6,0.2,1.0,2.9,180,7.1,160,76.3,59,0859,,,,,5.4,,,,,,990.3,1014.2,12.7,7.4,10.1,18.1,,,,,,,0.2,,821,,1853,1017.5,0632,1330,180,1902,0.2,,1011.1,1736,0436,1.2,,14.1,,,,,,,0.5
2026-05-12,211,인제,17.7,13.1,24.6,1.2,0.9,2.7,230,5.7,230,75.6,44,1718,,,,,3.4,,,,,,985.4,1008.8,14.7,3.9,12.7,24.1,,,,,,,1.2,54,746,,1329,1012.6,0020,1649,200,1335,0.8,140,1004.9,1711,0512,7.7,,14.1,,,,,,,6.8
2026-05-13,211,인제,18.9,10.9,28.2,,1.1,2.9,200,6.0,200,68.8,32,1524,,,,,0.0,,,,,,985.4,1008.8,14.0,0.4,11.9,24.9,,,,,,,,,938,,1551,1011.7,2350,1502,180,1517,,,1005.5,1551,0405,6.2,,14.2,,,,,,,9.2
2026-05-14,211,인제,18.3,13.0,25.2,,2.6,5.7,50,10.3,20,68.4,42,1622,,,,,0.0,,,,,,992.9,1016.5,13.9,0.0,11.8,25.0,,,,,,,,,2267,,1136,1020.9,2359,1543,50,1229,,,1011.6,0001,2357,8.7,,14.2,,,,,,,11.5
2026-05-15,211,인제,19.6,10.2,30.5,,1.1,2.9,250,6.3,230,62.9,29,1522,,,,,0.0,,,,,,996.9,1020.5,13.3,0.0,11.1,26.3,,,,,,,,,915,,1642,1023.8,0659,1517,20,1419,,,1016.5,1551,0517,6.5,,14.2,,,,,,,11.2
2026-05-16,211,인제,20.8,12.1,29.8,,1.2,3.9,200,7.9,200,63.1,30,1307,,,,,0.0,,,,,,996.8,1020.3,14.1,0.6,12.1,26.8,,,,,,,,,1000,,1332,1023.4,0613,1541,200,1526,,,1016.6,1726,0542,6.6,,14.3,,,,,,,11.3
2026-05-17,211,인제,20.4,12.0,29.7,,0.9,2.8,200,6.3,230,58.8,24,1437,,,,,0.4,,,,,,995.0,1018.4,12.6,3.0,10.3,27.3,,,,,,,,,753,,1548,1021.9,0706,1510,200,1042,,,1014.5,1743,0524,6.1,,14.3,,,,,,,10.7
2026-05-18,211,인제,20.8,11.1,29.7,,1.1,3.9,250,7.3,250,56.6,25,1358,,,,,0.3,,,,,,992.1,1015.5,12.5,4.8,10.2,27.5,,,,,,,,,919,,1523,1018.6,0106,1601,160,1107,,,1012.3,1738,0527,5.0,,14.3,,,,,,,10.5
2026-05-19,211,인제,20.2,14.9,26.0,,1.0,3.5,50,6.3,20,57.4,33,1314,,,,,1.9,,,,,,990.9,1014.3,13.2,9.6,11.1,23.8,,,,,,,,,875,,2040,1015.9,0654,1321,50,1740,,,1011.4,1617,0528,11.5,,14.3,,,,,,,1.1
2026-05-20,211,인제,15.5,13.9,18.9,50.9,1.5,3.0,50,5.7,50,85.5,57,0005,,,,,6.6,,,,,,987.6,1011.3,14.9,10.0,12.8,17.3,,,,,,,6.0,2200,1318,,1231,1014.3,0001,0008,50,1239,1.3,2231,1007.5,2338,1903,13.5,,14.4,,,,,,,0.0
2026-05-21,211,인제,15.4,13.9,17.5,18.5,3.1,5.5,20,11.2,20,84.8,72,1558,,,,,7.9,,,,,,984.6,1008.3,14.7,9.6,12.7,17.0,,,,,,,5.5,415,2690,,1250,1012.7,2341,1316,20,1131,2.0,416,1004.8,0519,2358,12.8,,14.4,,,,,,,0.0
2026-05-22,211,인제,16.8,11.4,23.8,,2.2,4.9,20,11.4,50,61.4,24,1624,,,,,0.0,,,,,,990.3,1014.0,10.9,3.9,8.1,20.5,,,,,,,,,1905,,1313,1015.2,0755,1515,50,1352,,,1012.4,1610,0531,6.7,,14.4,,,,,,,11.6
2026-05-23,211,인제,15.0,9.7,21.4,0.0,1.7,3.6,20,6.9,20,75.6,47,1506,,,,,1.9,,,,,,989.5,1013.3,12.6,5.8,10.4,19.8,,,,,,,0.0,,1482,,1642,1015.5,2230,1526,50,1654,0.0,,1010.8,1618,0339,6.8,,14.4,,,,,,,3.8
2026-05-24,211,인제,18.4,10.7,27.9,,1.2,2.9,200,6.1,230,71.4,38,1429,,,,,1.6,,,,,,990.2,1013.7,14.3,2.3,12.2,24.5,,,,,,,,,1004,,1355,1016.8,0807,1530,360,1201,,,1010.0,1639,0200,6.7,,14.5,,,,,,,9.3
2026-05-25,211,인제,20.6,12.6,29.0,,1.0,2.7,250,4.7,250,71.9,40,1333,,,,,0.8,,,,,,987.5,1010.8,16.7,6.4,14.6,25.3,,,,,,,,,840,,1616,1014.2,0410,1525,20,1625,,,1007.4,1803,0518,8.6,,14.5,,,,,,,8.1
2026-05-26,211,인제,20.6,17.0,27.4,1.0,1.3,3.2,20,7.2,20,78.0,55,1308,,,,,4.4,,,,,,984.9,1008.1,18.7,9.6,16.4,22.8,,,,,,,0.8,2113,1124,,1317,1010.1,0640,1305,70,1426,0.2,,1006.1,1322,0356,13.7,,14.5,,,,,,,0.0
2026-05-27,211,인제,17.7,15.8,20.4,1.8,1.9,4.6,70,9.5,20,85.8,73,1209,,,,,9.8,,,,,,983.0,1006.4,17.3,9.9,15.2,19.7,,,,,,,1.4,1658,1678,,1655,1008.4,0001,1205,70,1622,0.4,1735,1005.1,2349,2304,15.5,,14.5,,,,,,,0.0
2026-05-28,211,인제,19.4,15.3,26.3,3.5,1.2,3.7,200,7.6,230,82.0,48,1803,,,,,4.8,,,,,,979.6,1002.8,17.9,5.5,15.7,22.5,,,,,,,2.2,40,1009,,1626,1005.5,2346,1631,180,1614,0.7,41,999.7,1619,0425,12.2,,14.6,,,,,,,4.3
2026-05-29,211,인제,20.2,13.5,27.7,,1.5,5.5,200,11.6,230,61.5,27,1452,,,,,0.0,,,,,,984.1,1007.3,13.5,0.1,11.2,25.7,,,,,,,,,1254,,1529,1009.5,0604,1537,160,1532,,,1004.3,1528,0545,9.0,,14.6,,,,,,,11.8
2026-05-30,211,인제,20.7,11.3,29.5,,1.6,5.0,200,10.6,200,58.6,31,1414,,,,,0.0,,,,,,986.0,1009.2,13.1,0.0,10.9,26.1,,,,,,,,,1389,,1440,1012.3,2359,1535,180,1435,,,1006.0,1601,0504,6.4,,14.6,,,,,,,11.8
2026-05-31,211,인제,21.1,12.1,30.2,,1.1,4.3,180,9.5,140,59.1,25,1407,,,,,0.0,,,,,,989.8,1013.1,13.1,1.5,10.9,27.2,,,,,,,,,984,,1308,1015.2,2355,1539,180,1344,,,1010.3,1541,0501,6.6,,14.6,,,,,,,11.9
2026-06-01,211,인제,18.8,13.3,26.0,,0.6,1.9,180,4.2,230,69.1,40,1522,,,,,1.1,,,,,,990.4,1013.9,14.4,7.5,12.4,22.4,,,,,,,,,497,,1250,1015.8,0830,1503,160,1252,,,1011.4,1740,0442,8.4,,14.6,,,,,,,0.1
2026-06-02,211,인제,21.7,12.3,31.8,,1.0,2.7,230,5.0,230,64.9,31,1555,,,,,0.4,,,,,,983.9,1007.0,15.6,1.8,13.6,27.8,,,,,,,,,893,,1551,1014.2,0001,1610,20,1557,,,1002.1,1746,0424,7.5,,14.7,,,,,,,10.6
2026-06-03,211,인제,22.2,15.0,30.4,,1.7,4.2,50,7.2,20,69.6,38,1148,,,,,1.4,,,,,,980.7,1003.7,17.8,5.3,15.6,27.1,,,,,,,,,1435,,1308,1005.3,2322,1331,70,1310,,,1001.7,1301,0513,10.7,,14.7,,,,,,,5.8
2026-06-04,211,인제,21.2,17.6,26.1,17.2,1.7,3.5,70,7.1,90,80.0,62,1151,,,,,5.5,,,,,,978.7,1001.6,19.9,8.4,17.4,25.8,,,,,,,13.8,1729,1502,,1351,1005.4,0010,1635,70,1359,7.1,1728,997.1,1648,2332,17.1,,14.7,,,,,,,2.0
2026-06-05,211,인제,19.5,12.9,24.2,,1.8,5.1,180,11.1,230,65.8,35,1617,,,,,2.0,,,,,,982.3,1005.6,14.4,2.6,12.1,23.3,,,,,,,,,1572,,1355,1012.0,2337,1601,200,1247,,,1001.0,0139,2357,8.0,,14.7,,,,,,,7.7
2026-06-06,211,인제,18.6,10.1,26.6,0.0,1.2,4.3,360,8.1,360,59.8,27,1236,,,,,2.4,,,,,,990.1,1013.6,11.9,5.5,9.5,24.4,,,,,,,0.0,,1055,,1549,1015.9,0651,1428,50,1529,0.0,,1011.1,1452,0501,5.5,,14.7,,,,,,,9.6
2026-06-07,211,인제,18.9,15.4,22.4,0.4,1.6,3.7,20,6.5,20,69.9,56,1126,,,,,7.3,,,,,,986.8,1010.2,15.1,9.5,13.1,21.3,,,,,,,0.4,2149,1422,,1216,1013.6,0001,1633,20,1837,0.3,2235,1006.4,1724,0418,13.7,,14.7,,,,,,,0.7
2026-06-08,211,인제,18.3,14.9,25.9,,1.6,5.3,50,9.8,70,75.1,35,1427,,,,,3.4,,,,,,983.6,1006.9,15.4,6.5,13.4,23.3,,,,,,,,,1372,,1439,1009.0,0001,1433,50,1448,,,1004.1,1400,0342,12.5,,14.7,,,,,,,4.6
2026-06-09,211,인제,18.2,12.7,26.0,0.0,1.4,3.5,180,8.0,200,68.5,37,1243,,,,,4.6,,,,,,984.4,1007.7,13.7,5.0,11.6,24.4,,,,,,,0.0,,1245,,1448,1009.8,0656,1335,200,1440,0.0,,1005.1,1431,0238,10.1,,14.8,,,,,,,5.3
2026-06-10,211,인제,18.6,12.2,25.4,19.3,1.3,3.8,180,8.2,200,72.3,41,1608,,,,,3.4,,,,,,984.7,1008.0,14.7,5.1,12.7,25.7,,,,,,,9.4,2248,1156,,1033,1010.2,2344,1603,180,1118,4.1,2048,1005.3,1622,0342,7.6,,14.8,,,,,,,9.3
2026-06-11,211,인제,18.7,14.1,24.7,0.3,1.4,4.4,250,8.0,200,75.0,46,1442,,,,,1.1,,,,,,986.9,1010.2,15.6,4.6,13.6,24.0,,,,,,,0.3,1,1237,,1416,1012.6,2400,1451,200,1553,0.3,18,1007.7,1539,0514,12.2,,14.8,,,,,,,6.7
2026-06-12,211,인제,19.6,14.3,26.2,,1.5,4.4,200,10.4,180,68.9,42,1443,,,,,1.0,,,,,,988.9,1012.2,15.0,1.6,13.0,23.9,,,,,,,,,1338,,1558,1014.3,0801,1613,200,1313,,,1009.4,1722,0304,10.5,,14.8,,,,,,,5.9
2026-06-13,211,인제,20.9,12.4,29.9,,1.0,3.3,230,5.6,230,62.6,27,1636,,,,,0.0,,,,,,988.2,1011.4,14.4,1.6,12.4,27.1,,,,,,,,,876,,1405,1014.6,0633,1546,360,1126,,,1007.7,1655,0454,7.6,,14.8,,,,,,,12.0
2026-06-14,211,인제,19.7,13.8,30.3,1.8,1.3,3.5,90,8.0,70,74.0,33,1507,,,,,1.9,,,,,,988.6,1012.0,16.1,6.6,14.1,27.2,,,,,,,1.5,1533,1083,,1537,1013.8,2300,1459,360,1536,0.6,1609,1008.7,1447,0446,9.7,,14.8,,,,,,,5.6
2026-06-15,211,인제,21.8,14.9,30.4,,1.5,3.4,70,6.5,20,65.5,28,1358,,,,,0.8,,,,,,990.2,1013.4,15.8,2.3,13.8,28.3,,,,,,,,,1284,,1504,1015.8,2349,1455,20,1522,,,1010.7,1540,0558,14.0,,14.8,,,,,,,11.6
2026-06-16,211,인제,22.3,14.1,31.4,,1.3,2.8,250,5.4,110,66.4,33,1425,,,,,1.9,,,,,,990.5,1013.6,17.2,3.8,15.1,29.8,,,,,,,,,1120,,1442,1016.8,0624,1412,360,1331,,,1010.4,1603,0502,12.2,,14.8,,,,,,,9.4
2026-06-17,211,인제,24.2,16.2,32.5,,1.1,2.8,320,5.4,160,62.6,30,1256,,,,,2.4,,,,,,987.2,1010.1,17.8,4.9,15.6,31.7,,,,,,,,,930,,1544,1014.2,0539,1456,20,1334,,,1006.4,1804,0518,13.7,,14.8,,,,,,,8.8
2026-06-18,211,인제,25.1,19.4,31.8,,1.2,3.1,250,6.0,230,64.5,40,1406,,,,,1.0,,,,,,984.9,1007.7,19.6,2.3,17.2,32.7,,,,,,,,,1057,,1206,1009.3,0455,1654,20,1141,,,1005.2,1719,0545,17.2,,14.8,,,,,,,9.3
2026-06-19,211,인제,24.0,18.0,31.9,1.8,1.5,4.2,50,8.4,70,74.4,42,1225,,,,,2.4,,,,,,984.7,1007.6,21.2,7.0,18.4,31.4,,,,,,,1.8,1801,1301,,1725,1010.3,0518,1221,20,1708,0.9,1835,1005.2,1455,0518,15.8,,14.8,,,,,,,6.1
2026-06-20,211,인제,19.7,18.3,21.2,52.9,2.6,4.4,360,10.8,320,84.5,73,2052,,,,,8.0,,,,,,977.9,1000.9,19.4,10.0,16.9,21.1,,,,,,,8.6,641,2227,,0617,1006.1,0001,0301,50,0627,2.4,1027,997.4,1329,0713,17.6,,14.8,,,,,,,0.0
2026-06-21,211,인제,20.4,17.3,25.7,,2.1,4.1,20,7.6,20,70.6,50,1557,,,,,4.6,,,,,,986.0,1009.3,16.6,9.0,14.6,23.2,,,,,,,,,1779,,1022,1011.2,2256,1610,20,1034,,,1005.4,0001,2346,15.9,,14.8,,,,,,,3.4
2026-06-22,211,인제,20.4,16.7,25.7,,2.2,4.2,70,8.3,70,74.8,59,1356,,,,,4.5,,,,,,986.9,1010.2,17.6,8.3,15.5,24.7,,,,,,,,,1883,,1610,1012.4,2236,1354,50,1705,,,1008.1,1353,0142,14.8,,14.8,,,,,,,4.5
2026-06-23,211,인제,20.9,16.2,27.4,,1.9,3.7,50,6.9,20,62.6,35,1605,,,,,0.0,,,,,,988.6,1011.9,14.7,1.5,12.7,28.0,,,,,,,,,1663,,1110,1014.2,2254,1456,50,0935,,,1009.5,1623,0508,13.5,,14.8,,,,,,,11.9
2026-06-24,211,인제,19.4,13.5,25.6,,2.0,4.2,20,8.4,20,69.3,44,1230,,,,,0.8,,,,,,986.9,1010.2,15.1,5.4,13.1,24.2,,,,,,,,,1693,,1152,1013.6,0001,1209,50,1159,,,1007.6,1704,0512,11.1,,14.8,,,,,,,8.4
2026-06-25,211,인제,17.2,14.8,20.8,12.5,1.9,3.1,50,5.7,70,87.9,74,1307,,,,,7.9,,,,,,983.2,1006.6,17.2,8.5,15.1,19.9,,,,,,,4.4,2201,1640,,1846,1009.4,0006,1231,50,0131,2.3,2239,1004.6,1535,0128,13.0,,14.8,,,,,,,0.0
2026-06-26,211,인제,20.0,14.9,26.5,,1.4,3.9,50,6.8,20,69.8,36,1754,,,,,0.5,,,,,,982.8,1006.0,15.5,2.0,13.4,25.2,,,,,,,,,1220,,1237,1007.9,2205,1534,360,1243,,,1004.4,1503,2359,12.3,,14.8,,,,,,,10.3
2026-06-27,211,인제,20.1,13.0,30.5,,1.2,2.5,20,5.1,20,71.1,40,1530,,,,,0.5,,,,,,983.1,1006.3,16.0,5.1,14.0,24.2,,,,,,,,,1051,,1622,1008.3,2353,1346,20,1625,,,1003.5,1408,0517,10.8,,14.8,,,,,,,7.9
2026-06-28,211,인제,22.1,12.5,32.7,,1.4,3.0,50,5.1,20,60.4,26,1550,,,,,0.3,,,,,,985.9,1009.0,14.5,2.5,12.5,28.5,,,,,,,,,1195,,0533,1011.8,2358,1502,20,0528,,,1006.0,1550,0532,9.4,,14.8,,,,,,,11.3
2026-06-29,211,인제,22.9,14.9,31.8,,1.8,3.7,20,7.6,20,62.0,31,1540,,,,,2.0,,,,,,988.7,1011.7,16.6,4.8,14.5,30.2,,,,,,,,,1576,,1553,1013.6,0641,1335,20,1558,,,1009.3,1520,0538,13.0,,14.8,,,,,,,11.7
2026-06-30,211,인제,23.2,18.1,32.0,,1.7,4.0,20,6.6,180,69.3,39,1432,,,,,3.3,,,,,,988.2,1011.2,19.1,7.3,16.8,31.0,,,,,,,,,1490,,1632,1013.7,0528,1414,50,1528,,,1007.7,1512,0525,16.8,,14.8,,,,,,,9.4
2026-07-01,211,인제,22.6,18.0,28.8,,2.1,5.2,20,9.4,20,68.8,47,1337,,,,,2.8,,,,,,985.1,1008.1,18.4,7.1,16.2,29.4,,,,,,,,,1855,,1623,1011.1,0001,1442,50,1628,,,1005.2,1708,0517,17.2,,14.8,,,,,,,6.8
2026-07-02,211,인제,21.9,18.6,25.2,1.7,1.0,2.1,50,4.1,90,79.9,64,1444,,,,,5.3,,,,,,987.3,1010.4,20.7,9.4,18.0,26.4,,,,,,,1.0,2301,840,,0010,1012.2,2341,1631,20,0011,0.7,2304,1008.8,0236,0534,17.9,,14.8,,,,,,,0.5
2026-07-03,211,인제,23.3,19.4,28.6,0.1,1.1,3.6,200,6.5,200,78.9,55,1732,,,,,3.4,,,,,,987.2,1010.2,22.0,6.1,19.0,28.0,,,,,,,0.1,,945,,1423,1012.4,0541,1627,180,1414,0.1,,1008.0,1758,0505,17.6,,14.8,,,,,,,4.8
2026-07-04,211,인제,24.1,20.2,28.5,,1.0,2.5,200,5.3,160,76.1,57,1332,,,,,3.5,,,,,,983.6,1006.5,22.5,6.9,19.4,28.1,,,,,,,,,897,,1000,1009.2,0001,1326,200,1043,,,1004.2,1737,0247,17.8,,14.8,,,,,,,2.7
2026-07-05,211,인제,24.9,20.8,30.0,0.0,1.0,3.6,200,6.4,180,78.9,56,1033,,,,,2.8,,,,,,981.3,1004.1,24.4,6.9,20.7,30.6,,,,,,,0.0,,874,,1237,1006.6,0001,1108,200,1258,0.0,,1002.0,1558,0549,19.3,,14.7,,,,,,,4.8
2026-07-06,211,인제,24.9,22.1,30.2,1.4,0.9,3.9,230,7.3,200,85.6,60,1310,,,,,4.1,,,,,,982.0,1004.8,26.6,7.4,22.1,29.3,,,,,,,0.7,224,769,,1548,1006.8,2335,1322,200,1556,0.6,1547,1003.0,1309,0151,20.3,,14.7,,,,,,,3.1
2026-07-07,211,인제,26.1,22.1,32.4,0.8,1.0,3.8,250,7.4,290,79.3,52,1459,,,,,3.1,,,,,,983.3,1006.0,26.1,8.1,21.8,31.6,,,,,,,0.7,701,848,,1323,1007.7,0734,1457,360,1434,0.4,743,1004.3,1803,0253,20.2,,14.7,,,,,,,3.4
2026-07-08,211,인제,23.2,21.2,25.9,17.5,1.4,3.7,200,8.2,180,88.9,74,1753,,,,,5.0,,,,,,982.4,1005.3,25.0,9.1,21.1,24.1,,,,,,,8.0,651,1168,,1141,1007.1,2335,1751,200,1503,2.8,729,1003.8,0444,0740,18.9,,14.7,,,,,,,0.0
2026-07-09,211,인제,22.5,21.5,24.5,1.8,1.2,3.9,250,7.3,230,91.1,76,1600,,,,,6.0,,,,,,985.7,1008.7,24.6,9.1,20.8,24.2,,,,,,,0.4,1053,1061,,1027,1010.4,2327,1227,180,1059,0.3,2315,1006.7,0524,2252,20.2,,14.7,,,,,,,0.0
2026-07-10,211,인제,23.5,21.2,25.3,12.1,1.0,2.8,200,5.3,160,93.6,85,1027,,,,,5.8,,,,,,987.6,1010.6,26.9,8.8,22.3,25.1,,,,,,,2.7,1341,904,,1227,1012.4,2329,1748,200,1558,0.9,1234,1009.0,0206,0144,21.3,,14.7,,,,,,,0.0
2026-07-11,211,인제,26.6,22.9,32.1,,1.6,4.0,200,7.7,200,79.5,52,1406,,,,,2.5,,,,,,988.2,1011.0,26.9,7.4,22.3,29.3,,,,,,,,,1343,,1149,1012.2,0002,1546,200,1714,,,1009.6,1736,0149,21.7,,14.6,,,,,,,6.3
2026-07-12,211,인제,27.3,22.2,33.4,,1.1,4.1,180,9.3,160,78.5,52,1616,,,,,2.0,,,,,,987.5,1010.2,27.6,6.5,22.7,30.6,,,,,,,,,956,,1602,1011.9,0632,1539,180,1604,,,1008.2,1543,0459,20.6,,14.6,,,,,,,7.6
2026-07-13,211,인제,27.1,23.1,32.3,,1.2,3.2,200,7.0,180,78.3,55,1656,,,,,2.1,,,,,,985.9,1008.5,27.4,2.9,22.6,31.1,,,,,,,,,1011,,1727,1010.4,0615,1606,180,1813,,,1006.1,1719,0513,20.6,,14.6,,,,,,,3.6
2026-07-14,211,인제,28.0,23.8,32.2,8.8,2.5,4.6,200,10.4,230,72.6,56,1553,,,,,7.3,,,,,,979.8,1002.2,26.9,8.3,22.3,30.4,,,,,,,8.7,2310,2137,,1534,1007.7,0108,1417,200,1533,2.2,2326,995.5,2353,0100,22.6,,14.6,,,,,,,2.0
2026-07-15,211,인제,25.6,22.9,28.1,11.0,3.1,5.6,200,12.7,230,81.8,70,1405,,,,,7.3,,,,,,976.2,998.8,26.7,8.0,22.1,26.1,,,,,,,7.4,-2331,2669,,0116,1003.1,2326,1403,180,0123,2.4,1,994.6,0031,2335,22.0,,14.6,,,,,,,0.3
2026-07-16,211,인제,25.4,21.5,31.1,,1.3,3.6,200,6.9,200,78.9,56,1409,,,,,0.8,,,,,,980.1,1002.8,25.1,5.1,21.2,29.2,,,,,,,,,1145,,1429,1004.4,0543,1404,200,1437,,,1000.7,1816,0548,20.3,,14.5,,,,,,,5.9
2026-07-17,211,인제,25.4,21.7,31.3,0.0,1.5,4.2,20,8.1,50,71.6,46,1251,,,,,5.8,,,,,,979.2,1001.9,22.7,8.9,19.4,29.5,,,,,,,0.0,,1265,,1523,1003.7,0013,1239,50,1526,0.0,,1000.1,1439,0214,19.6,,14.5,,,,,,,1.8
2026-07-18,211,인제,20.7,17.7,24.3,140.0,1.6,3.5,50,7.4,20,90.1,64,0210,,,,,6.8,,,,,,978.7,1001.7,21.9,9.8,18.9,23.2,,,,,,,33.5,643,1381,,0516,1003.3,2152,1603,50,0421,11.7,710,999.2,0831,0430,17.2,,14.5,,,,,,,0.0
2026-07-19,211,인제,23.8,20.5,30.3,2.3,1.4,3.0,70,5.9,90,83.6,55,1626,,,,,4.1,,,,,,981.5,1004.3,24.3,9.0,20.6,27.4,,,,,,,1.1,721,1210,,1827,1006.6,2253,1611,70,1830,0.6,723,1002.1,1611,0201,20.2,,14.5,,,,,,,3.9
2026-07-20,211,인제,22.6,21.5,24.5,9.1,0.8,1.4,50,2.7,70,93.6,84,1206,,,,,5.9,,,,,,984.0,1007.0,25.5,9.6,21.4,24.7,,,,,,,3.9,922,656,,0033,1008.3,0737,1344,360,1106,1.0,1446,1006.0,0129,0538,20.8,,14.5,,,,,,,0.0
2026-07-21,211,인제,24.3,22.0,25.8,22.7,1.2,3.5,230,6.3,200,93.5,86,1235,,,,,7.0,,,,,,983.0,1005.9,28.3,9.4,23.1,25.6,,,,,,,11.7,1303,1062,,1929,1007.1,2336,1154,180,1826,3.9,1331,1004.6,1235,0137,22.1,,14.4,,,,,,,0.0
2026-07-22,211,인제,25.6,22.5,30.5,1.1,1.1,3.4,200,6.4,200,89.0,66,1206,,,,,4.9,,,,,,984.7,1007.4,29.0,8.6,23.5,27.9,,,,,,,1.0,2243,908,,1248,1008.7,0618,1204,180,1250,0.7,2249,1006.4,1726,0602,21.3,,14.4,,,,,,,1.4
2026-07-23,211,인제,23.5,22.1,26.0,45.0,0.8,3.6,70,6.2,50,97.6,86,1303,,,,,4.8,,,,,,984.8,1007.7,28.3,8.6,23.1,26.0,,,,,,,15.1,1347,681,,1241,1009.2,2223,1106,50,1247,8.4,1415,1006.7,0413,2145,22.3,,14.4,,,,,,,0.0
2026-07-24,211,인제,25.2,21.3,31.2,0.1,0.8,2.8,180,6.2,230,87.0,62,1436,,,,,3.4,,,,,,987.3,1010.2,27.4,4.4,22.6,27.2,,,,,,,0.1,,723,,1103,1011.5,2306,1433,180,1447,0.1,,1008.7,1735,0434,20.8,,14.4,,,,,,,3.2
2026-07-25,211,인제,25.9,22.6,31.2,,0.8,3.0,200,6.7,180,85.6,60,1326,,,,,4.8,,,,,,988.0,1010.7,28.1,8.3,23.0,28.3,,,,,,,,,648,,1414,1011.7,0754,1308,200,1419,,,1009.2,1551,0107,22.4,,14.3,,,,,,,1.1
2026-07-26,211,인제,25.2,21.7,32.3,5.0,0.9,4.5,50,10.7,50,86.3,58,1407,,,,,3.4,,,,,,987.5,1010.3,27.2,5.6,22.4,28.2,,,,,,,5.0,848,795,,1606,1011.9,2255,1425,70,1618,2.8,927,1007.7,1519,2327,20.3,,14.3,,,,,,,4.6
2026-07-27,211,인제,24.3,21.3,30.9,18.6,0.9,5.5,230,15.1,270,88.3,62,1205,,,,,4.6,,,,,,989.0,1011.9,26.5,6.9,22.0,27.1,,,,,,,17.4,1329,785,,1333,1013.2,1337,1157,180,1339,8.1,1331,1010.6,1248,0107,20.2,,14.3,,,,,,,2.9
2026-07-28,211,인제,27.0,23.5,32.3,,1.5,3.7,200,7.0,160,80.9,55,1600,,,,,4.4,,,,,,989.2,1011.9,28.4,7.3,23.2,28.9,,,,,,,,,1264,,1446,1013.1,1040,1327,200,1408,,,1010.6,1704,0001,23.0,,14.3,,,,,,,3.9
2026-07-29,211,인제,27.9,24.2,32.3,,2.2,4.4,200,8.1,230,73.9,55,1519,,,,,3.1,,,,,,986.9,1009.5,27.2,3.1,22.5,30.0,,,,,,,,,1930,,1225,1012.1,0004,1551,200,1308,,,1006.9,1716,0004,23.2,,14.2,,,,,,,5.9
2026-07-30,211,인제,26.8,23.4,31.1,,1.7,3.4,200,6.6,200,77.0,61,1623,,,,,5.3,,,,,,985.7,1008.3,26.7,5.3,22.2,29.3,,,,,,,,,1482,,0233,1009.7,0750,1500,200,1446,,,1006.6,1754,2344,21.1,,14.2,,,,,,,1.5
2026-07-31,211,인제,27.7,23.1,31.4,,1.9,4.0,200,8.0,160,76.1,59,1424,,,,,4.3,,,,,,983.8,1006.3,27.9,5.3,22.9,32.0,,,,,,,,,1604,,1328,1008.4,0001,1357,200,1258,,,1004.2,1817,0117,21.4,,14.2,,,,,,,3.8
2026-08-01,211,인제,29.1,26.4,32.4,,2.3,3.6,200,8.1,200,72.8,60,1321,,,,,3.4,,,,,,983.3,1005.7,29.0,4.3,23.5,32.9,,,,,,,,,2029,,1603,1007.7,2330,1319,180,1607,,,1003.9,1655,0612,25.3,,14.1,,,,,,,4.3
2026-08-02,211,인제,28.1,23.9,33.9,,1.0,2.5,180,4.4,230,78.0,52,1422,,,,,0.0,,,,,,985.9,1008.5,28.9,0.0,23.4,34.9,,,,,,,,,841,,1509,1010.1,2338,1542,200,1130,,,1006.5,1559,0532,21.7,,14.1,,,,,,,7.8
2026-08-03,211,인제,28.7,24.0,35.9,,1.3,4.0,20,8.5,50,75.6,46,1238,,,,,0.0,,,,,,988.3,1010.8,28.9,1.0,23.5,35.8,,,,,,,,,1152,,1552,1012.2,2149,1515,20,1703,,,1008.5,1535,0253,22.4,,14.1,,,,,,,8.2
2026-08-04,211,인제,28.7,23.7,35.4,,1.6,4.3,20,7.7,50,74.9,47,1402,,,,,0.1,,,,,,988.3,1010.9,28.7,2.8,23.4,36.2,,,,,,,,,1345,,1638,1013.2,0619,1355,20,1639,,,1008.4,1606,0525,21.9,,14.0,,,,,,,10.5
