tm,stnId,stnNm,avgTa,minTa,maxTa,sumRn,avgWs,maxWs,maxWsWd,maxInsWs,maxInsWsWd,avgRhm,minRhm,minRhmHrmt,avgCm10Te,avgCm20Te,avgCm30Te,avgCm5Te,avgLmac,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,avgPa,avgPs,avgPv,avgTca,avgTd,avgTs,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,hr1MaxIcsr,hr1MaxIcsrHrmt,hr1MaxRn,hr1MaxRnHrmt,hr24SumRws,iscs,maxInsWsHrmt,maxPs,maxPsHrmt,maxTaHrmt,maxWd,maxWsHrmt,mi10MaxRn,mi10MaxRnHrmt,minPs,minPsHrmt,minTaHrmt,minTg,n99Rn,ssDur,sumDpthFhsc,sumFogDur,sumGsr,sumLrgEv,sumRnDur,sumSmlEv,sumSsHr
2025-11-18,211,인제,-1.1,-4.5,4.5,,1.6,5.3,200,11.0,230,51.1,27,1254,,,,,0.9,,,,,,1000.6,1026.2,2.8,1.3,-10.5,2.3,,,,,,,,,1400,,1103,1028.2,0830,1450,200,1225,,,1023.3,1509,0616,-10.6,,10.0,,,,,,,7.0
2025-11-19,211,인제,-1.1,-6.4,6.4,,0.9,3.3,200,5.7,180,62.8,33,1405,,,,,0.0,,,,,,1000.7,1026.3,3.4,0.0,-7.9,2.0,,,,,,,,,735,,1443,1028.6,0750,1414,180,1450,,,1023.6,1503,0702,-12.5,,10.0,,,,,,,7.6
2025-11-20,211,인제,5.0,-3.9,10.8,,2.0,5.3,200,10.5,200,56.3,26,2228,,,,,3.8,,,,,,997.5,1022.5,4.9,4.8,-3.4,3.8,,,,,,,,,1768,,1253,1026.6,0245,1810,200,1255,,,1018.2,1649,0330,-10.7,,10.0,,,,,,,0.7
2025-11-21,211,인제,4.9,-3.2,9.5,,1.9,5.3,200,11.1,200,54.6,30,1113,,,,,3.9,,,,,,999.3,1024.3,4.7,4.5,-4.0,5.1,,,,,,,,,1603,,1227,1026.1,0839,1515,180,1323,,,1021.8,1453,0731,-10.6,,10.0,,,,,,,5.5
2025-11-22,211,인제,6.3,1.0,12.9,,1.2,4.1,200,7.4,230,71.4,38,1404,,,,,0.1,,,,,,1000.1,1025.0,6.5,1.6,0.9,7.0,,,,,,,,,1012,,1435,1027.1,0815,1350,180,1341,,,1022.9,1502,0548,-5.3,,9.9,,,,,,,6.9
2025-11-23,211,인제,6.6,-0.4,12.0,,1.0,3.1,200,6.7,200,76.1,58,1417,,,,,3.3,,,,,,997.2,1022.0,7.3,6.5,2.4,6.3,,,,,,,,,865,,1709,1025.4,0050,1415,180,1710,,,1019.5,1758,0501,-6.5,,9.9,,,,,,,0.1
2025-11-24,211,인제,8.1,3.0,14.1,0.0,1.0,3.8,200,7.7,200,81.0,56,1508,,,,,1.3,,,,,,992.7,1017.3,8.5,3.0,4.7,8.1,,,,,,,,,886,,1100,1019.9,0225,1507,180,1139,,,1014.2,1531,2341,-3.4,,9.9,,,,,,,2.3
2025-11-25,211,인제,3.8,0.9,5.3,9.9,0.4,1.8,230,3.1,230,95.3,86,1334,,,,,6.9,,,,,,990.7,1015.6,7.6,8.1,3.0,5.1,,,,,,,,,356,,1236,1021.3,2356,1605,200,1250,,,1012.6,1230,0414,-4.7,,9.9,,,,,,,0.0
2025-11-26,211,인제,4.3,-0.3,8.4,0.1,1.4,3.5,230,6.6,230,78.9,51,1416,,,,,5.3,,,,,,999.2,1024.2,6.4,5.5,0.7,6.4,,,,,,,,,1185,,1326,1026.7,0946,1414,200,0904,,,1021.2,0001,2333,-6.5,,9.8,,,,,,,1.8
2025-11-27,211,인제,3.1,-0.2,5.8,6.1,1.2,4.2,180,8.4,200,81.5,53,2354,,,,,7.5,,,,,,989.5,1014.4,6.2,8.3,-0.1,4.8,,,,,,,,,1066,,1757,1023.1,0001,1724,180,1759,,,1009.9,1308,0001,-6.0,,9.8,,,,,,,0.0
2025-11-28,211,인제,0.6,-2.9,5.9,,1.3,4.3,180,8.6,180,64.3,33,1449,,,,,0.0,,,,,,995.8,1021.1,4.0,1.0,-5.9,3.3,,,,,,,,,1156,,0126,1023.4,2138,1431,180,0134,,,1016.5,0001,2332,-9.7,,9.8,,,,,,,7.4
2025-11-29,211,인제,3.9,-5.2,10.7,,1.4,4.0,180,8.1,200,68.1,31,1311,,,,,4.1,,,,,,992.7,1017.6,5.5,4.1,-2.0,2.5,,,,,,,,,1209,,2336,1022.9,0001,2356,180,2329,,,1014.5,2026,0718,-11.1,,9.8,,,,,,,5.3
2025-11-30,211,인제,11.9,7.8,15.0,,2.5,5.2,200,10.5,200,66.4,46,1429,,,,,2.3,,,,,,989.9,1013.9,9.1,3.0,5.6,10.1,,,,,,,,,2184,,1554,1016.3,0842,1426,180,1602,,,1012.0,1451,0732,5.4,,9.8,,,,,,,5.1
2025-12-01,211,인제,6.1,-0.9,11.9,,2.0,4.7,200,9.5,180,47.5,23,1235,,,,,0.0,,,,,,993.6,1018.4,4.3,1.5,-5.2,6.4,,,,,,,,,1737,,0422,1021.6,2348,0009,180,0410,,,1012.7,0033,2400,-7.3,,9.7,,,,,,,7.4
2025-12-02,211,인제,0.2,-4.9,4.0,,1.9,4.8,230,10.0,200,38.1,19,1903,,,,,0.8,,,,,,996.7,1022.0,2.4,2.6,-13.0,1.8,,,,,,,,,1637,,1208,1023.9,2350,1129,200,1428,,,1020.2,1341,2355,-10.1,,9.7,,,,,,,6.9
2025-12-03,211,인제,-6.9,-9.7,-3.8,,2.3,5.7,230,16.2,250,36.3,23,1336,,,,,0.0,,,,,,998.7,1024.8,1.3,0.0,-19.8,-2.5,,,,,,,,,1948,,1311,1028.3,2350,1443,230,1251,,,1021.4,1318,2359,-15.0,,9.7,,,,,,,7.4
2025-12-04,211,인제,-5.5,-11.8,-0.4,0.4,1.7,4.0,230,9.1,290,53.6,26,1423,,,,,3.5,,,,,,999.4,1025.4,2.1,4.1,-14.3,-2.2,,,,,,,,,1439,,1934,1028.8,0836,1438,180,2359,,,1020.4,1904,0645,-17.3,,9.7,,,,,,,6.0
2025-12-05,211,인제,-3.7,-6.7,0.3,,2.0,4.1,200,8.8,160,58.3,39,1647,,,,,2.9,,,,,,1001.1,1027.0,2.7,2.9,-10.9,-0.1,,,,,,,,,1765,,1419,1029.8,0932,1530,200,1240,,,1023.7,0001,0751,-12.2,,9.7,,,,,,,7.3
2025-12-06,211,인제,0.6,-6.1,5.8,0.8,1.2,5.3,200,10.0,230,73.6,53,1150,,,,,8.6,,,,,,995.3,1020.6,4.9,8.6,-3.7,0.8,,,,,,,,,1021,,1336,1026.2,0001,2300,180,1348,,,1017.5,2145,0450,-11.5,,9.6,,,,,,,0.4
2025-12-07,211,인제,7.7,1.1,11.2,,2.4,4.6,180,10.5,180,62.5,38,1359,,,,,1.5,,,,,,993.9,1018.5,6.4,2.3,0.5,5.8,,,,,,,,,2111,,2257,1021.4,0831,1352,180,2300,,,1016.5,2107,0808,-1.5,,9.6,,,,,,,6.5
2025-12-08,211,인제,1.6,-4.4,8.3,,1.3,4.1,180,10.2,230,42.6,15,1426,,,,,0.0,,,,,,1000.6,1025.9,2.7,0.5,-10.9,1.9,,,,,,,,,1123,,0230,1029.1,2324,0001,200,0150,,,1018.6,0001,2328,-12.6,,9.6,,,,,,,7.3
2025-12-09,211,인제,-1.0,-7.2,5.7,,0.7,3.6,180,7.9,180,67.1,41,1201,,,,,1.9,,,,,,1002.5,1028.1,3.7,2.8,-6.7,0.0,,,,,,,,,643,,1221,1030.0,0707,1432,180,1223,,,1025.2,1432,0704,-14.6,,9.6,,,,,,,6.1
2025-12-10,211,인제,2.9,-3.0,6.6,0.0,1.3,3.8,180,7.6,180,73.5,60,1231,,,,,4.0,,,,,,999.4,1024.5,5.5,5.9,-1.6,2.5,,,,,,,,,1080,,1624,1028.5,0032,1419,180,1644,,,1020.1,2358,0616,-9.5,,9.6,,,,,,,0.6
2025-12-11,211,인제,2.6,0.1,7.8,11.1,1.3,5.0,20,8.5,20,74.3,42,1659,,,,,5.4,,,,,,995.9,1021.0,5.5,7.5,-1.9,3.2,,,,,,,,,1163,,2347,1029.4,2359,1408,20,2348,,,1017.2,1439,0607,-3.1,,9.6,,,,,,,2.2
2025-12-12,211,인제,0.6,-2.3,4.7,,2.3,5.0,20,8.9,20,63.6,48,0019,,,,,3.3,,,,,,1006.7,1032.3,4.1,6.8,-5.5,2.9,,,,,,,,,1951,,0049,1034.5,1004,1400,70,0106,,,1029.4,0001,0752,-7.0,,9.6,,,,,,,6.4
2025-12-13,211,인제,0.4,-0.8,2.0,10.2,1.0,3.0,180,5.6,180,86.1,69,0953,,,,,8.0,,,,,,997.0,1022.4,5.4,10.0,-1.7,2.5,,,,,,,,,886,,2302,1031.5,0001,1058,360,2238,,,1016.5,2302,0248,-2.6,,9.6,,,,,,,0.0
2025-12-14,211,인제,-1.8,-5.3,0.6,0.1,1.5,3.5,180,7.2,230,78.1,66,1314,,,,,6.4,,,,,,994.0,1019.5,4.2,6.8,-5.1,2.2,,,,,,,,,1315,,1345,1023.8,2349,0001,200,1406,,,1015.7,0459,2400,-7.6,,9.6,,,,,,,0.0
2025-12-15,211,인제,-2.2,-7.2,2.2,,0.7,3.2,200,6.0,200,82.8,63,1235,,,,,3.4,,,,,,999.8,1025.5,4.3,4.3,-4.8,1.3,,,,,,,,,610,,1528,1028.0,0845,1453,180,1529,,,1023.8,0001,0533,-12.5,,9.6,,,,,,,4.8
2025-12-16,211,인제,1.2,-0.6,2.9,0.2,0.2,1.2,20,2.1,20,94.6,87,1123,,,,,9.0,,,,,,997.4,1022.7,6.4,9.0,0.5,3.4,,,,,,,,,192,,0528,1024.7,0001,1330,20,0533,,,1021.3,1418,0134,-1.6,,9.5,,,,,,,0.0
2025-12-17,211,인제,2.1,-2.0,6.2,,0.9,2.8,200,5.4,230,87.5,62,1554,,,,,5.5,,,,,,998.0,1023.2,6.1,6.4,0.0,4.4,,,,,,,,,755,,1152,1026.8,2305,1300,200,1159,,,1020.1,0508,2346,-8.1,,9.5,,,,,,,1.0
2025-12-18,211,인제,0.0,-3.3,5.8,,0.6,2.1,160,4.6,140,81.6,51,1358,,,,,0.9,,,,,,1001.5,1027.0,4.9,1.8,-3.0,3.6,,,,,,,,,538,,1302,1029.6,0947,1411,180,1154,,,1025.3,1458,2257,-9.9,,9.5,,,,,,,6.0
2025-12-19,211,인제,0.3,-4.7,4.7,,0.5,1.7,160,3.8,200,88.8,73,1543,,,,,6.3,,,,,,997.4,1022.7,5.6,7.4,-1.4,1.6,,,,,,,,,419,,1552,1026.6,0210,2308,180,1507,,,1019.4,1805,0349,-10.9,,9.5,,,,,,,0.7
2025-12-20,211,인제,8.3,4.4,11.1,0.4,2.4,4.1,200,8.6,180,79.0,63,2140,,,,,7.3,,,,,,992.8,1017.3,8.7,8.3,4.7,7.2,,,,,,,,,2046,,1903,1020.3,2328,1440,180,2005,,,1014.4,1419,0001,2.0,,9.5,,,,,,,0.0
2025-12-21,211,인제,-1.4,-6.0,5.0,,1.6,5.3,200,9.9,230,41.6,22,1508,,,,,0.0,,,,,,1002.1,1027.8,2.2,1.8,-13.3,1.2,,,,,,,,,1352,,0333,1032.1,2338,0004,180,0338,,,1020.2,0003,2353,-13.6,,9.5,,,,,,,7.2
2025-12-22,211,인제,-4.0,-9.1,5.0,,0.7,2.4,50,3.8,50,63.0,24,1505,,,,,0.4,,,,,,1006.1,1032.1,2.7,1.4,-10.9,-2.2,,,,,,,,,604,,1049,1035.4,0841,1502,360,1037,,,1029.2,1504,0737,-15.1,,9.5,,,,,,,7.0
2025-12-23,211,인제,-2.4,-7.2,1.3,5.2,0.3,1.6,200,3.1,180,82.1,58,1451,,,,,7.0,,,,,,998.8,1024.4,4.3,9.0,-5.2,-0.5,,,,,,,,,260,,1529,1032.5,0016,1535,20,1544,,,1019.8,2353,0441,-13.1,,9.5,,,,,,,0.0
2025-12-24,211,인제,0.9,-0.4,3.0,,0.6,2.9,290,4.8,320,89.4,71,1329,,,,,9.1,,,,,,993.4,1018.6,5.8,9.1,-0.8,1.4,,,,,,,,,510,,1633,1019.9,0009,1313,290,1633,,,1017.2,1330,2225,-2.6,,9.5,,,,,,,0.0
2025-12-25,211,인제,-2.5,-8.8,1.0,0.1,1.6,4.3,200,11.6,230,54.5,30,1337,,,,,2.5,,,,,,993.1,1018.6,2.9,3.3,-11.0,1.1,,,,,,,,,1378,,1421,1022.1,2355,1102,230,1205,,,1016.4,1251,2358,-13.1,,9.5,,,,,,,6.9
2025-12-26,211,인제,-9.0,-12.4,-5.5,,1.9,3.8,200,7.7,180,44.9,28,2016,,,,,0.0,,,,,,999.7,1026.1,1.4,0.3,-19.0,-5.3,,,,,,,,,1668,,1520,1027.8,2325,1454,200,1527,,,1022.0,0006,0743,-17.0,,9.5,,,,,,,7.3
2025-12-27,211,인제,-5.3,-11.6,-1.3,0.1,1.0,2.7,200,5.4,180,68.9,53,0013,,,,,7.0,,,,,,1000.1,1026.1,3.0,8.1,-10.1,-2.1,,,,,,,,,826,,1332,1028.6,0238,2359,200,1946,,,1023.8,1458,0213,-16.9,,9.5,,,,,,,0.4
2025-12-28,211,인제,1.2,-2.3,3.8,0.4,1.5,3.9,180,9.9,180,76.9,63,1429,,,,,8.0,,,,,,996.3,1021.6,5.2,8.5,-2.4,1.2,,,,,,,,,1276,,2342,1025.1,0010,2315,180,2400,,,1017.8,2317,0025,-2.6,,9.5,,,,,,,0.4
2025-12-29,211,인제,3.7,-1.1,6.8,2.2,2.4,4.2,180,8.2,200,72.8,44,1946,,,,,4.0,,,,,,992.2,1017.1,5.8,5.3,-0.9,3.1,,,,,,,,,2077,,0225,1020.7,2400,1614,200,0007,,,1014.3,1426,2400,-7.2,,9.6,,,,,,,0.0
2025-12-30,211,인제,-1.9,-6.0,2.6,,1.2,4.2,200,9.8,340,53.0,24,1216,,,,,0.9,,,,,,998.5,1024.1,2.6,0.9,-11.8,-1.9,,,,,,,,,1021,,1219,1026.0,0936,1249,180,1359,,,1020.7,0001,0750,-13.1,,9.6,,,,,,,7.3
2025-12-31,211,인제,-6.1,-10.3,-2.2,,1.3,3.9,200,7.8,230,37.4,19,1312,,,,,0.0,,,,,,1000.3,1026.4,1.4,0.0,-19.0,-5.0,,,,,,,,,1149,,1200,1028.1,2309,1307,200,1200,,,1024.3,1455,2342,-16.9,,9.6,,,,,,,7.3
2026-01-01,211,인제,-9.5,-13.3,-4.3,,1.1,4.1,180,7.6,270,53.6,28,1828,,,,,0.0,,,,,,999.2,1025.6,1.6,0.3,-17.6,-5.8,,,,,,,,,990,,1418,1028.2,0002,1451,180,1424,,,1022.6,1645,0755,-18.5,,9.6,,,,,,,7.3
2026-01-02,211,인제,-10.0,-14.9,-3.8,,0.9,3.5,180,7.3,180,61.0,34,1453,,,,,0.0,,,,,,998.9,1025.3,1.7,0.3,-16.6,-6.2,,,,,,,,,797,,1444,1027.2,0924,1451,180,1556,,,1022.3,1503,0718,-19.8,,9.6,,,,,,,7.3
2026-01-03,211,인제,-7.3,-14.2,-0.2,,1.2,3.6,200,8.1,250,62.9,32,1439,,,,,0.0,,,,,,1001.1,1027.3,2.1,0.0,-13.9,-5.2,,,,,,,,,1063,,1629,1030.1,0854,1543,180,1623,,,1024.5,1522,0712,-19.8,,9.6,,,,,,,7.3
2026-01-04,211,인제,-2.2,-9.4,3.5,,1.5,4.3,200,8.2,180,60.9,37,1423,,,,,2.1,,,,,,997.7,1023.4,3.0,6.0,-9.3,-2.1,,,,,,,,,1313,,1629,1027.2,0026,1407,200,1426,,,1020.9,1730,0154,-15.3,,9.6,,,,,,,7.1
2026-01-05,211,인제,-4.3,-8.6,1.5,,0.8,3.0,320,5.8,160,59.3,26,1400,,,,,0.0,,,,,,996.2,1022.0,2.5,1.1,-12.0,-3.1,,,,,,,,,720,,1434,1025.6,2336,1358,180,1309,,,1019.3,1408,0808,-16.2,,9.6,,,,,,,7.3
2026-01-06,211,인제,-3.9,-11.6,1.5,,1.4,3.8,180,8.3,230,60.9,33,1245,,,,,3.6,,,,,,997.2,1022.9,2.7,3.8,-11.0,-3.6,,,,,,,,,1214,,1722,1026.9,0803,1417,180,1555,,,1018.8,2358,0756,-17.9,,9.6,,,,,,,3.6
2026-01-07,211,인제,-0.1,-6.2,3.7,0.1,2.8,5.1,180,12.9,160,44.8,16,1649,,,,,2.5,,,,,,993.0,1018.3,2.8,2.8,-11.8,0.1,,,,,,,,,2429,,1322,1024.3,2319,1155,200,1237,,,1015.2,1322,2356,-12.7,,9.7,,,,,,,6.3
2026-01-08,211,인제,-7.2,-11.1,-2.3,,1.2,3.3,180,6.5,230,44.4,25,1552,,,,,0.0,,,,,,1000.3,1026.5,1.5,0.0,-17.8,-5.1,,,,,,,,,1016,,1245,1028.2,1034,1517,200,1540,,,1024.2,0056,0803,-18.2,,9.7,,,,,,,7.4
2026-01-09,211,인제,-2.9,-12.1,2.6,,1.7,4.6,200,10.1,200,65.3,49,0933,,,,,7.1,,,,,,994.5,1020.2,3.5,8.0,-8.5,-3.2,,,,,,,,,1503,,1622,1028.0,0241,2336,200,1707,,,1013.0,2357,0426,-18.2,,9.7,,,,,,,0.7
2026-01-10,211,인제,0.6,-5.7,4.3,4.3,3.7,8.1,200,16.9,230,69.3,29,1438,,,,,6.6,,,,,,983.2,1008.2,4.5,9.4,-4.8,2.1,,,,,,,,,3184,,1051,1016.4,2354,0940,180,1530,,,1003.5,0806,2323,-4.4,,9.7,,,,,,,1.5
2026-01-11,211,인제,-8.2,-12.0,-5.5,,2.3,6.4,200,19.3,200,39.4,20,1627,,,,,0.0,,,,,,996.1,1022.3,1.3,0.6,-20.0,-2.2,,,,,,,,,1991,,1441,1025.9,2154,0012,230,1403,,,1016.2,0009,2351,-16.7,,9.7,,,,,,,7.3
2026-01-12,211,인제,-7.0,-14.3,-0.5,1.6,1.2,3.4,200,7.8,200,78.5,57,0004,,,,,6.0,,,,,,992.5,1018.5,3.1,9.4,-10.1,-3.7,,,,,,,,,1022,,1635,1026.2,0226,2400,180,1643,,,1008.2,2347,0536,-17.8,,9.8,,,,,,,0.2
2026-01-13,211,인제,-4.2,-11.2,0.3,1.7,2.5,6.3,200,15.9,230,43.6,20,1604,,,,,0.4,,,,,,990.1,1015.7,2.1,1.1,-15.9,-0.2,,,,,,,,,2122,,0956,1023.3,2339,0149,230,1318,,,1007.9,0117,2347,-11.8,,9.8,,,,,,,7.4
2026-01-14,211,인제,-7.0,-14.8,-2.1,,1.0,4.3,180,8.2,160,50.3,29,1551,,,,,4.8,,,,,,997.3,1023.3,1.8,8.5,-16.1,-2.1,,,,,,,,,858,,1437,1027.2,0823,1722,180,1512,,,1018.8,2359,0724,-14.5,,9.8,,,,,,,3.6
2026-01-15,211,인제,0.7,-4.1,6.8,1.1,1.1,3.2,180,7.1,230,78.5,46,0012,,,,,3.1,,,,,,989.9,1015.1,5.2,6.0,-2.7,0.3,,,,,,,,,941,,1802,1019.0,2353,1626,230,1417,,,1011.4,1446,0300,-7.5,,9.8,,,,,,,0.0
2026-01-16,211,인제,1.1,-3.5,7.7,,0.9,2.7,180,5.2,180,79.4,36,1558,,,,,2.0,,,,,,993.5,1018.7,5.2,2.6,-2.3,1.2,,,,,,,,,776,,1556,1021.1,0945,1503,200,1355,,,1016.2,1528,0344,-8.8,,9.8,,,,,,,5.0
2026-01-17,211,인제,0.1,-4.9,6.1,,1.3,2.8,200,5.7,180,69.6,31,1413,,,,,0.0,,,,,,995.4,1020.8,4.1,0.9,-5.4,1.7,,,,,,,,,1088,,1340,1023.6,2346,1524,180,0156,,,1017.6,0039,2356,-11.3,,9.9,,,,,,,7.5
2026-01-18,211,인제,-2.4,-6.5,0.7,0.3,0.7,2.3,20,4.0,50,75.3,60,1722,,,,,4.3,,,,,,997.5,1023.1,3.9,7.1,-6.2,-0.4,,,,,,,,,569,,0700,1024.9,0514,1640,20,0803,,,1020.9,1544,0616,-11.8,,9.9,,,,,,,0.0
2026-01-19,211,인제,-3.0,-10.5,0.2,4.1,1.5,4.7,180,10.0,200,69.5,30,2002,,,,,3.4,,,,,,996.7,1022.4,3.7,7.6,-8.4,0.8,,,,,,,,,1284,,1418,1027.0,2350,1406,180,1420,,,1019.0,1427,2351,-9.7,,9.9,,,,,,,2.8
2026-01-20,211,인제,-9.9,-15.0,-2.8,,0.7,2.8,180,5.6,180,64.3,29,1603,,,,,0.0,,,,,,1001.0,1027.5,1.8,3.8,-15.8,-0.4,,,,,,,,,634,,1543,1030.1,0758,1533,180,1341,,,1024.8,1533,0756,-13.3,,9.9,,,,,,,7.5
2026-01-21,211,인제,-10.9,-16.6,-5.4,,1.5,4.6,230,9.4,250,55.8,28,1619,,,,,0.0,,,,,,999.6,1026.2,1.4,1.3,-18.9,-5.1,,,,,,,,,1297,,1629,1028.1,0241,1602,180,1624,,,1022.9,1443,0747,-13.6,,10.0,,,,,,,7.5
2026-01-22,211,인제,-11.3,-15.2,-6.4,,1.9,5.2,180,9.9,180,48.5,26,1523,,,,,0.0,,,,,,1000.3,1026.9,1.2,3.8,-20.5,-5.7,,,,,,,,,1639,,1441,1028.6,0844,1546,230,1343,,,1024.6,1441,0354,-15.3,,10.0,,,,,,,7.6
2026-01-23,211,인제,-8.8,-17.3,-2.8,0.2,1.9,5.4,200,12.0,200,58.5,24,1327,,,,,2.6,,,,,,999.0,1025.4,1.8,5.4,-16.3,-4.9,,,,,,,,,1622,,1423,1029.3,0823,1632,180,1429,,,1021.7,2400,0703,-17.3,,10.0,,,,,,,6.8
2026-01-24,211,인제,-6.8,-13.2,-2.9,0.3,1.9,5.2,200,13.2,230,47.9,18,1349,,,,,0.5,,,,,,998.0,1024.1,1.7,1.3,-17.5,-2.5,,,,,,,,,1659,,1334,1027.5,2349,1420,180,1335,,,1021.1,0105,0740,-15.3,,10.1,,,,,,,7.6
2026-01-25,211,인제,-9.3,-15.8,-1.8,,0.9,3.2,180,6.1,180,56.5,26,1544,,,,,0.0,,,,,,1003.3,1029.8,1.6,5.0,-17.1,-5.3,,,,,,,,,788,,1450,1032.4,2200,1514,180,1451,,,1027.5,0001,0803,-17.7,,10.1,,,,,,,7.6
2026-01-26,211,인제,-7.4,-14.0,-2.2,,1.1,3.0,200,6.3,200,57.3,37,1458,,,,,2.8,,,,,,1000.6,1026.8,1.9,9.8,-15.0,-4.3,,,,,,,,,954,,1756,1031.5,0512,1552,180,1211,,,1022.8,1626,0511,-16.8,,10.1,,,,,,,1.9
2026-01-27,211,인제,-6.0,-11.1,-0.3,,1.5,4.3,200,9.1,230,55.6,28,1612,,,,,0.0,,,,,,998.7,1024.7,2.1,0.0,-14.1,-3.8,,,,,,,,,1318,,1341,1027.5,2350,1531,200,1410,,,1022.4,1538,0755,-16.1,,10.1,,,,,,,7.7
2026-01-28,211,인제,-8.2,-14.4,-1.8,,1.1,3.8,200,8.8,250,54.1,23,1807,,,,,0.0,,,,,,1002.0,1028.4,1.6,0.0,-17.1,-5.4,,,,,,,,,987,,1443,1030.9,0819,1558,180,1420,,,1025.8,1626,0703,-19.2,,10.2,,,,,,,7.3
2026-01-29,211,인제,-7.6,-14.5,-0.7,,1.3,5.0,230,10.4,230,46.6,19,1519,,,,,0.0,,,,,,1002.7,1029.0,1.4,0.0,-18.8,-5.6,,,,,,,,,1111,,1517,1031.3,0852,1446,230,1509,,,1025.8,1435,0729,-19.5,,10.2,,,,,,,7.8
2026-01-30,211,인제,-8.9,-14.1,-2.4,,1.0,3.8,180,7.0,180,52.8,26,1442,,,,,0.0,,,,,,1003.9,1030.3,1.6,5.0,-17.6,-5.4,,,,,,,,,857,,1419,1033.1,0746,1619,180,1543,,,1027.6,1558,0740,-18.6,,10.2,,,,,,,7.4
2026-01-31,211,인제,-7.2,-14.9,0.0,,1.3,4.5,200,9.1,230,52.4,24,1439,,,,,0.8,,,,,,1001.5,1027.7,1.7,1.9,-16.6,-4.6,,,,,,,,,1082,,1557,1031.2,0342,1432,180,1506,,,1024.0,1612,0736,-18.9,,10.3,,,,,,,7.8
2026-02-01,211,인제,-5.4,-12.5,0.4,0.0,1.1,4.9,250,10.7,230,56.8,29,1304,,,,,1.9,,,,,,999.3,1025.3,2.2,1.9,-13.6,-3.7,,,,,,,,,969,,1329,1027.1,0824,1417,180,1337,,,1022.9,1414,0746,-18.1,,10.3,,,,,,,7.4
2026-02-02,211,인제,-4.8,-9.0,-0.2,1.7,1.2,4.0,200,7.8,200,70.1,40,1601,,,,,3.3,,,,,,1000.3,1026.3,2.9,3.6,-10.0,-0.5,,,,,,,,,1044,,1324,1030.5,2400,1529,180,1357,,,1023.9,0515,2352,-14.7,,10.3,,,,,,,4.5
2026-02-03,211,인제,-5.5,-13.6,2.9,,1.2,3.9,180,8.0,160,65.4,30,1501,,,,,0.0,,,,,,1002.8,1028.8,2.5,0.0,-11.9,-3.1,,,,,,,,,1051,,1410,1033.0,0759,1459,180,1443,,,1025.6,1634,0637,-17.3,,10.4,,,,,,,7.8
2026-02-04,211,인제,-1.3,-7.2,3.7,,0.5,2.7,200,4.5,200,77.1,61,1420,,,,,8.6,,,,,,997.5,1023.1,4.3,9.4,-4.9,0.0,,,,,,,,,471,,1116,1026.4,0153,1431,200,1148,,,1020.2,2251,0104,-12.7,,10.4,,,,,,,0.0
2026-02-05,211,인제,2.9,-1.6,7.2,0.0,2.2,4.6,200,10.5,230,70.6,56,1900,,,,,4.4,,,,,,992.1,1017.1,5.2,6.6,-2.1,1.8,,,,,,,,,1866,,1334,1020.6,0240,1550,180,1330,,,1013.4,1408,0211,-5.4,,10.4,,,,,,,0.6
2026-02-06,211,인제,-3.0,-7.4,2.1,,1.9,4.1,70,6.5,180,39.3,17,1605,,,,,0.3,,,,,,996.6,1022.3,1.9,5.4,-15.8,0.1,,,,,,,,,1637,,1231,1024.5,2355,0009,200,2009,,,1018.0,0001,2355,-11.9,,10.5,,,,,,,7.8
2026-02-07,211,인제,-7.3,-10.8,-2.5,,1.7,5.4,180,11.6,180,39.9,16,1717,,,,,0.0,,,,,,996.7,1022.8,1.4,2.4,-19.7,-3.4,,,,,,,,,1468,,1404,1024.8,0759,1323,180,1500,,,1019.4,1519,0727,-16.5,,10.5,,,,,,,7.9
2026-02-08,211,인제,-9.5,-15.5,-4.1,,1.8,4.4,180,8.3,200,40.6,25,1616,,,,,0.0,,,,,,1001.1,1027.6,1.2,0.0,-21.1,-5.6,,,,,,,,,1574,,1248,1030.9,2349,1605,180,1504,,,1024.3,0004,0732,-21.7,,10.5,,,,,,,7.9
2026-02-09,211,인제,-6.5,-13.9,1.7,,1.1,3.9,200,7.7,200,51.3,24,1441,,,,,0.0,,,,,,1002.3,1028.5,1.8,4.8,-15.9,-3.0,,,,,,,,,954,,1329,1032.0,0816,1540,180,1329,,,1025.1,1619,0728,-19.0,,10.6,,,,,,,8.0
2026-02-10,211,인제,-2.2,-8.3,2.6,,1.0,2.8,180,6.5,160,67.5,54,1048,,,,,6.0,,,,,,995.7,1021.3,3.6,8.5,-7.4,-0.3,,,,,,,,,900,,1701,1027.1,0035,1511,200,1606,,,1017.5,1549,0112,-14.4,,10.6,,,,,,,0.0
2026-02-11,211,인제,0.0,-3.4,5.6,,1.2,3.9,200,10.2,180,75.6,49,1625,,,,,4.9,,,,,,995.1,1020.5,4.5,5.1,-4.0,1.9,,,,,,,,,997,,1616,1021.9,2340,1507,180,1640,,,1018.8,1630,2355,-10.7,,10.7,,,,,,,1.6
